Aria | Composer | Opera | Voice/Fach | PDF URL
Chi mi vuol bene/谁若爱我 | Mozart, Wolfgang Amadeus | La finta semplice/假扮园丁的姑娘 | Ninetta | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zMDEmcDE9MTI5JnAyPTEzMSZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjIlMkYxJTNBK0slM0ErNTElMkYxMCslMjg0NmElMkYxMCUyOQ==&cc=a25c91992239c22ef69be1aba3ce4a30
Sono in amore, voglio marito/我坠入爱河，想要个丈夫 | Mozart, Wolfgang Amadeus | La finta semplice/假扮园丁的姑娘 | Ninetta | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zMDEmcDE9MzA3JnAyPTMxMyZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjIlMkYyJTNBK0slM0ErNTElMkYyMyslMjg0NmElMkYyMyUyOQ==&cc=ed0fc8c1f387aa43920d895954f8082d
Un marito, donne care/亲爱的女士们，一个丈夫 | Mozart, Wolfgang Amadeus | La finta semplice/假扮园丁的姑娘 | Ninetta | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zMDEmcDE9MTY5JnAyPTE3MyZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjIlMkYyJTNBK0slM0ErNTElMkYxMislMjg0NmElMkYxMiUyOQ==&cc=20428f699071df248d4953e871546081
Amoretti, che ascosi qui siete/藏身于此的小爱神们 | Mozart, Wolfgang Amadeus | La finta semplice/假扮园丁的姑娘 | Rosina | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zMDEmcDE9MTk1JnAyPTIwMCZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjIlMkYyJTNBK0slM0ErNTElMkYxNSslMjg0NmElMkYxNSUyOQ==&cc=83937730e81752fced2620385d8024fb
Colla bocca, e non col core/口是心非 | Mozart, Wolfgang Amadeus | La finta semplice/假扮园丁的姑娘 | Rosina | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zMDEmcDE9NjkmcDI9NzUmbD0yJnRpdGxlPU5NQStJSSUyRjUlMkYyJTJGMSUzQStLJTNBKzUxJTJGMDYrJTI4NDZhJTJGMDYlMjk=&cc=a704d50c8f297f56006b9752598c946e
Ho sentito a dir di tutte/我听闻众人言说 | Mozart, Wolfgang Amadeus | La finta semplice/假扮园丁的姑娘 | Rosina | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zMDEmcDE9MjI3JnAyPTIzNSZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjIlMkYyJTNBK0slM0ErNTElMkYxOCslMjg0NmElMkYxOCUyOQ==&cc=2c1d403950a38dd1c10134cadb7af3dc
Senti l'eco ove t'aggiri/无论你身在何处，回声都能听见 | Mozart, Wolfgang Amadeus | La finta semplice/假扮园丁的姑娘 | Rosina | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zMDEmcDE9MTEzJnAyPTEyNiZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjIlMkYxJTNBK0slM0ErNTElMkYwOSslMjg0NmElMkYwOSUyOQ==&cc=7a86f47c2ddb31c18959a1b7ba05acb1
Guarda la donna in viso/凝视那女子的脸庞 | Mozart, Wolfgang Amadeus | La finta semplice/假扮园丁的姑娘 | Fracasso | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zMDEmcDE9NjAmcDI9NjgmbD0yJnRpdGxlPU5NQStJSSUyRjUlMkYyJTJGMSUzQStLJTNBKzUxJTJGMDUrJTI4NDZhJTJGMDUlMjk=&cc=cf4425bbbd8294a008e4168b0d48df9c
In voi, belle, è leggiadria/在你们身上，美人，是优雅 | Mozart, Wolfgang Amadeus | La finta semplice/假扮园丁的姑娘 | Fracasso | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zMDEmcDE9MjU1JnAyPTI2MCZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjIlMkYyJTNBK0slM0ErNTElMkYyMCslMjg0NmElMkYyMCUyOQ==&cc=1114ceffa554a858fbddc57fdb403768
Nelle guerre d'amore non val sempre il valore/在爱的战争中，勇猛并非永远有效 | Mozart, Wolfgang Amadeus | La finta semplice/假扮园丁的姑娘 | Fracasso | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zMDEmcDE9MzI1JnAyPTM0OCZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjIlMkYyJTNBK0slM0ErNTElMkYyNSslMjg0NmElMkYyNSUyOQ==&cc=dc6d6afdfb3922fa343cdf0f14a3c814
Cosa ha mai la donna indosso/女人身上究竟有什么 | Mozart, Wolfgang Amadeus | La finta semplice/假扮园丁的姑娘 | Polidoro | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zMDEmcDE9ODQmcDI9OTQmbD0yJnRpdGxlPU5NQStJSSUyRjUlMkYyJTJGMSUzQStLJTNBKzUxJTJGMDcrJTI4NDZhJTJGMDclMjk=&cc=4729c8916c224dd66fc0d259f948a44a
Sposa cara, sposa bella/亲爱的妻子，美丽的妻子 | Mozart, Wolfgang Amadeus | La finta semplice/假扮园丁的姑娘 | Polidoro | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zMDEmcDE9MjEwJnAyPTIxOCZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjIlMkYyJTNBK0slM0ErNTElMkYxNyslMjg0NmElMkYxNyUyOQ==&cc=a46eb68bddaeeaa602a78fc3ad301d5c
Hai gia vinta la causa… Vedro mentr'io sospiro/你们已经赢了官司……难道让我眼睁睁看着你们得意 | Mozart, Wolfgang Amadeus | Le nozze di Figaro (The Marriage of Figaro)/费加罗的婚礼 | Count Almaviva | http://theoperadatabase.com/PDFs/Mozart/Baritone/Vedro%20mentr%20io%20sospiro.pdf
La vendetta, oh la vendetta!/复仇，啊，复仇！ | Mozart, Wolfgang Amadeus | Le nozze di Figaro (The Marriage of Figaro)/费加罗的婚礼 | Doctor Bartolo | http://theoperadatabase.com/PDFs/Mozart/Bass/La%20vendetta.pdf
Non più andrai farfallone amoroso/你再不要去做情郎 | Mozart, Wolfgang Amadeus | Le nozze di Figaro (The Marriage of Figaro)/费加罗的婚礼 | Figaro | http://theoperadatabase.com/PDFs/Mozart/Bass-Baritone/Non%20piu%20andrai%20farfallone%20amoroso.pdf
Se vuol ballare signor Contino/伯爵大人，若您想跳舞 | Mozart, Wolfgang Amadeus | Le nozze di Figaro (The Marriage of Figaro)/费加罗的婚礼 | Figaro | http://theoperadatabase.com/PDFs/Mozart/Bass-Baritone/Se%20vuol%20ballare%20signor%20Contino.pdf
Tutto è disposto...Aprite un po'quegli occhi/一切就绪……睁开你们的眼睛 | Mozart, Wolfgang Amadeus | Le nozze di Figaro (The Marriage of Figaro)/费加罗的婚礼 | Figaro | http://theoperadatabase.com/PDFs/Mozart/Bass-Baritone/Aprite%20un%20po%20quegli%20occhi.pdf
Non so piu cosa son, cosa faccio/不知道我干了什么 | Mozart, Wolfgang Amadeus | Le nozze di Figaro (The Marriage of Figaro)/费加罗的婚礼 | Cherubino | http://theoperadatabase.com/PDFs/Mozart/Soprano/Non%20so%20piu%20cosa%20son.pdf
Voi che sapete che cosa è amor/你们可知道什么是爱情 | Mozart, Wolfgang Amadeus | Le nozze di Figaro (The Marriage of Figaro)/费加罗的婚礼 | Cherubino | http://theoperadatabase.com/PDFs/Mozart/Soprano/Voi%20che%20sapete.pdf
Il capro e la capretta/山羊与小母羊 | Mozart, Wolfgang Amadeus | Le nozze di Figaro (The Marriage of Figaro)/费加罗的婚礼 | Marcellina | http://theoperadatabase.com/PDFs/Mozart/Mezzo/Il%20capro%20e%20la%20capretta.pdf
L'ho perduta, me meschina/我失去了它，可怜的我 | Mozart, Wolfgang Amadeus | Le nozze di Figaro (The Marriage of Figaro)/费加罗的婚礼 | Barbarina | http://theoperadatabase.com/PDFs/Mozart/Soprano/L%20ho%20perduta%20me%20meschina.pdf
Giunse alfin il momento… Deh vieni, non tardar/终于等到这一刻……快来吧，别迟疑 | Mozart, Wolfgang Amadeus | Le nozze di Figaro (The Marriage of Figaro)/费加罗的婚礼 | Susanna | http://theoperadatabase.com/PDFs/Mozart/Soprano/Giunse%20alfin%20il%20momento.pdf
Un moto di gioja/一丝喜悦 | Mozart, Wolfgang Amadeus | Le nozze di Figaro (The Marriage of Figaro)/费加罗的婚礼 | Susanna | No PDF link found
Venite, inginocchiatevi/来吧，跪下来 | Mozart, Wolfgang Amadeus | Le nozze di Figaro (The Marriage of Figaro)/费加罗的婚礼 | Susanna | http://theoperadatabase.com/PDFs/Mozart/Soprano/Venite%20inginocchiatevi.pdf
"E Susanna non vien!... Dove sono I bei momenti"/"苏珊娜还不来！... 美好时光何处寻" | Mozart, Wolfgang Amadeus | Le nozze di Figaro (The Marriage of Figaro)/费加罗的婚礼 | The Countess Almaviva | http://theoperadatabase.com/PDFs/Mozart/Soprano/E%20Susanna%20non%20vien.pdf
Porgi, amor, qualche ristoro/爱神，请赐予我安慰 | Mozart, Wolfgang Amadeus | Le nozze di Figaro (The Marriage of Figaro)/费加罗的婚礼 | The Countess Almaviva | http://theoperadatabase.com/PDFs/Mozart/Soprano/Porgi,%20amor.pdf
In quegl'anni, in cui val poco/在那青春年少时 | Mozart, Wolfgang Amadeus | Le nozze di Figaro (The Marriage of Figaro)/费加罗的婚礼 | Don Basilio | http://theoperadatabase.com/PDFs/Mozart/Tenor/In%20quegl%20anni%20in%20cui%20val%20poco.pdf
Nacqui all'aura trionfale!/我诞生在凯旋的微风中！ | Mozart, Wolfgang Amadeus | Lo sposo deluso/受骗的新郎 | Eugenia | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD02MSZwMT02OSZwMj03MyZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjE0JTNBK0slM0ErNDMwJTJGMDIrJTI4NDI0YSUyRjAyJTI5&cc=c0857c82cc4f4c73967988487150cdee
Dove mai trovar quel ciglio?/何处寻觅那明眸？ | Mozart, Wolfgang Amadeus | Lo sposo deluso/受骗的新郎 | Pulcherio | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD02MSZwMT03NCZwMj04MiZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjE0JTNBK0slM0ErNDMwJTJGMDMrJTI4NDI0YSUyRjAzJTI5&cc=29adf316a76771b1f9e963ef083b0cb9
Ah se a morir mi chiama/若为赴死将我召唤 | Mozart, Wolfgang Amadeus | Lucio Silla/卢乔·西拉 | Cecilius | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zMDImcDE9Mjk5JnAyPTMxMCZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjclMkYyJTNBK0slM0ErMTM1JTJGMTQ=&cc=d30463af8758cdf4bd135d7101b52663
Il tenero momento/温柔的时刻 | Mozart, Wolfgang Amadeus | Lucio Silla/卢乔·西拉 | Cecilius | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zMDImcDE9NjImcDI9NzkmbD0yJnRpdGxlPU5NQStJSSUyRjUlMkY3JTJGMSUzQStLJTNBKzEzNSUyRjAy&cc=81f23cc98179aafca81d0ec341c1a549
Pupille amate/亲爱的双眸 | Mozart, Wolfgang Amadeus | Lucio Silla/卢乔·西拉 | Cecilius | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zMDImcDE9NDE5JnAyPTQyMyZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjclMkYyJTNBK0slM0ErMTM1JTJGMjE=&cc=d39c0fcff97a1c9c35e4a5b0e4ed1805
Quest' improvviso tremito/这突如其来的颤抖 | Mozart, Wolfgang Amadeus | Lucio Silla/卢乔·西拉 | Cecilius | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zMDImcDE9MjE3JnAyPTIyNiZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjclMkYyJTNBK0slM0ErMTM1JTJGMDk=&cc=f10d43dd2a3ac600543e97f79c7a1160
Quando sugl'arsi campi/当在干涸的田野上 | Mozart, Wolfgang Amadeus | Lucio Silla/卢乔·西拉 | Celia | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zMDImcDE9MzEzJnAyPTMyOCZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjclMkYyJTNBK0slM0ErMTM1JTJGMTU=&cc=7f6b26dfb714c1749fc0c0464726dbbb
Se il labbro timido/若羞涩的唇 | Mozart, Wolfgang Amadeus | Lucio Silla/卢乔·西拉 | Celia | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zMDImcDE9MjI5JnAyPTIzNiZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjclMkYyJTNBK0slM0ErMTM1JTJGMTA=&cc=2ccb526a7cad9f81b7f4ab50690c36c6
Se lusinghiera speme/若希望以甜言蜜语相欺 | Mozart, Wolfgang Amadeus | Lucio Silla/卢乔·西拉 | Celia | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zMDImcDE9ODQmcDI9OTEmbD0yJnRpdGxlPU5NQStJSSUyRjUlMkY3JTJGMSUzQStLJTNBKzEzNSUyRjAz&cc=99728248af4904f4e4c3e8a4fca26add
Strider sento la procella/我听见风暴在咆哮 | Mozart, Wolfgang Amadeus | Lucio Silla/卢乔·西拉 | Celia | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zMDImcDE9Mzc1JnAyPTM4OCZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjclMkYyJTNBK0slM0ErMTM1JTJGMTk=&cc=b61185626780dbc2d61c8eb75391dc48
Ah se il crudel periglio/啊，残酷的危险 | Mozart, Wolfgang Amadeus | Lucio Silla/卢乔·西拉 | Junia | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zMDImcDE9MjQ0JnAyPTI2NyZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjclMkYyJTNBK0slM0ErMTM1JTJGMTE=&cc=9f70f354fe572e6534c03144f1cf5bed
Dalla sponda tenebrosa/来自幽暗的彼岸 | Mozart, Wolfgang Amadeus | Lucio Silla/卢乔·西拉 | Junia | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zMDImcDE9OTkmcDI9MTE2Jmw9MiZ0aXRsZT1OTUErSUklMkY1JTJGNyUyRjElM0ErSyUzQSsxMzUlMkYwNA==&cc=484a50e3ac043a6bf5ec5019fffc8d74
Fra i pensier più funesti di morte/在死亡最阴郁的思绪中 | Mozart, Wolfgang Amadeus | Lucio Silla/卢乔·西拉 | Junia | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zMDImcDE9NDMwJnAyPTQzOCZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjclMkYyJTNBK0slM0ErMTM1JTJGMjI=&cc=3987fe81094a4dc7d283a691bd125b14
Parto, m'affretto/我离去，我匆忙 | Mozart, Wolfgang Amadeus | Lucio Silla/卢乔·西拉 | Junia | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zMDImcDE9MzMzJnAyPTM0MiZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjclMkYyJTNBK0slM0ErMTM1JTJGMTY=&cc=f79b7a20d10a73c61ee87a97cd821f0c
De' più superbi il core/高傲的心 | Mozart, Wolfgang Amadeus | Lucio Silla/卢乔·西拉 | Lucius Cinna | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zMDImcDE9MzkyJnAyPTQxNCZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjclMkYyJTNBK0slM0ErMTM1JTJGMjA=&cc=d606418e920a3ae1f81626c6d3918c31
Nel fortunato istante/在幸运的时刻 | Mozart, Wolfgang Amadeus | Lucio Silla/卢乔·西拉 | Lucius Cinna | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zMDImcDE9MjY5JnAyPTI3OCZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjclMkYyJTNBK0slM0ErMTM1JTJGMTI=&cc=e9ca1c46bc5f63374746f9e56c9f0bd9
Vieni ov'amor t'invita/来吧，爱神指引的地方 | Mozart, Wolfgang Amadeus | Lucio Silla/卢乔·西拉 | Lucius Cinna | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zMDImcDE9MzEmcDI9NTgmbD0yJnRpdGxlPU5NQStJSSUyRjUlMkY3JTJGMSUzQStLJTNBKzEzNSUyRjAx&cc=49acc50fe1de190d02a4a477eec0d121
Guerrier, che d'un acciaro/战士，手持利剑 | Mozart, Wolfgang Amadeus | Lucio Silla/卢乔·西拉 | Aufidius | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zMDImcDE9MTg0JnAyPTIwMiZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjclMkYyJTNBK0slM0ErMTM1JTJGMDg=&cc=2e9437430d0d4b04654db6237c2f63e3
D'ogni pietà mi spoglio/我抛弃一切怜悯 | Mozart, Wolfgang Amadeus | Lucio Silla/卢乔·西拉 | Sulla | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zMDImcDE9MjgzJnAyPTI5MCZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjclMkYyJTNBK0slM0ErMTM1JTJGMTM=&cc=b4b3a953813df99ce447e0f012a2ca81
Il desio di vendetta e di morte/复仇与死亡之愿 | Mozart, Wolfgang Amadeus | Lucio Silla/卢乔·西拉 | Sulla | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zMDImcDE9MTIwJnAyPTEzOSZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjclMkYxJTNBK0slM0ErMTM1JTJGMDU=&cc=2c0f6970eb2fc8e8beb47fad7367463d
Già dagli occhi il velo è tolto/面纱已从眼前揭去 | Mozart, Wolfgang Amadeus | Mitridate, re di Ponto/本都国王米特里达特 | Farnace | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zNyZwMT0yNDgmcDI9MjU0Jmw9MiZ0aXRsZT1OTUErSUklMkY1JTJGNCUzQStLJTNBKzg3JTJGMjQrJTI4NzRhJTJGMjQlMjk=&cc=d259a80e9bb327c27ca086295a6f9aca
Son reo; l'error confesso/我是罪人；我承认错误 | Mozart, Wolfgang Amadeus | Mitridate, re di Ponto/本都国王米特里达特 | Farnace | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zNyZwMT0xNzQmcDI9MTc4Jmw9MiZ0aXRsZT1OTUErSUklMkY1JTJGNCUzQStLJTNBKzg3JTJGMTYrJTI4NzRhJTJGMTYlMjk=&cc=30120338650a822c3b5201599a941f62
Va, l'error mio palesa/去吧，我的错误已昭然 | Mozart, Wolfgang Amadeus | Mitridate, re di Ponto/本都国王米特里达特 | Farnace | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zNyZwMT0xMTcmcDI9MTIwJmw9MiZ0aXRsZT1OTUErSUklMkY1JTJGNCUzQStLJTNBKzg3JTJGMTErJTI4NzRhJTJGMTElMjk=&cc=1047754c3e17583f5e7931ae05b5e0b7
Venga pur, minacci e frema/任你威胁，任你发怒 | Mozart, Wolfgang Amadeus | Mitridate, re di Ponto/本都国王米特里达特 | Farnace | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zNyZwMT02OSZwMj04MCZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjQlM0ErSyUzQSs4NyUyRjA2KyUyODc0YSUyRjA2JTI5&cc=ea894086f2ecbf29903882bc22a8d6e9
L'odio nel cor frenate/将仇恨深藏心底 | Mozart, Wolfgang Amadeus | Mitridate, re di Ponto/本都国王米特里达特 | Arbate | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zNyZwMT01MiZwMj01NiZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjQlM0ErSyUzQSs4NyUyRjAzKyUyODc0YSUyRjAzJTI5&cc=5b7a9e5b6e3ffe9664d71a90e01efe47
Ah ben ne fui presaga…Pallid' ombre/啊，我竟未预见……苍白的幽灵 | Mozart, Wolfgang Amadeus | Mitridate, re di Ponto/本都国王米特里达特 | Aspasia | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zNyZwMT0yMTkmcDI9MjI1Jmw9MiZ0aXRsZT1OTUErSUklMkY1JTJGNCUzQStLJTNBKzg3JTJGMjErJTI4NzRhJTJGMjElMjk=&cc=4281f5bb4e9f7d146f9f7eeac6ca96fd
Al destin che la minaccia/那威胁她的命运 | Mozart, Wolfgang Amadeus | Mitridate, re di Ponto/本都国王米特里达特 | Aspasia | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zNyZwMT0yMSZwMj0zMyZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjQlM0ErSyUzQSs4NyUyRjAxKyUyODc0YSUyRjAxJTI5&cc=8999f871f22ae76ea90703a6a7afc31f
Nel grave tormento/在深重的痛苦中 | Mozart, Wolfgang Amadeus | Mitridate, re di Ponto/本都国王米特里达特 | Aspasia | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zNyZwMT0xNTEmcDI9MTYwJmw9MiZ0aXRsZT1OTUErSUklMkY1JTJGNCUzQStLJTNBKzg3JTJGMTQrJTI4NzRhJTJGMTQlMjk=&cc=c8449f7fbe0d96b38eb7edeca331f40f
Nel sen mi palpita/在我心中跳动 | Mozart, Wolfgang Amadeus | Mitridate, re di Ponto/本都国王米特里达特 | Aspasia | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zNyZwMT01NyZwMj02MSZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjQlM0ErSyUzQSs4NyUyRjA0KyUyODc0YSUyRjA0JTI5&cc=6c6150d63c957061185a1692f90044bb
In faccia all'oggetto/面对此情此景 | Mozart, Wolfgang Amadeus | Mitridate, re di Ponto/本都国王米特里达特 | Ismene | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zNyZwMT05MiZwMj05OCZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjQlM0ErSyUzQSs4NyUyRjA5KyUyODc0YSUyRjA5JTI5&cc=80b98c1b1771d9147a197357bf23a416
So quanto a te dispiace/我深知你多么痛苦 | Mozart, Wolfgang Amadeus | Mitridate, re di Ponto/本都国王米特里达特 | Ismene | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zNyZwMT0xNjYmcDI9MTczJmw9MiZ0aXRsZT1OTUErSUklMkY1JTJGNCUzQStLJTNBKzg3JTJGMTUrJTI4NzRhJTJGMTUlMjk=&cc=3c83889fddffaa322db7062d11b2e13c
Tu sai per che m'accese/你可知我为何燃烧 | Mozart, Wolfgang Amadeus | Mitridate, re di Ponto/本都国王米特里达特 | Ismene | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zNyZwMT0yMDcmcDI9MjEwJmw9MiZ0aXRsZT1OTUErSUklMkY1JTJGNCUzQStLJTNBKzg3JTJGMTkrJTI4NzRhJTJGMTklMjk=&cc=b13aa368913451874c587590947b1be7
Lungi da te, mio bene/远离你，我的爱人 | Mozart, Wolfgang Amadeus | Mitridate, re di Ponto/本都国王米特里达特 | Sifare | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zNyZwMT0xMzcmcDI9MTQ4Jmw9MiZ0aXRsZT1OTUErSUklMkY1JTJGNCUzQStLJTNBKzg3JTJGMTMrJTI4NzRhJTJGMTMlMjk=&cc=7fb4648469b2e8ceb6cc1c1f236538c7
Parto: nel gran cimento/出发：在伟大的考验中 | Mozart, Wolfgang Amadeus | Mitridate, re di Ponto/本都国王米特里达特 | Sifare | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zNyZwMT02MyZwMj02NyZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjQlM0ErSyUzQSs4NyUyRjA1KyUyODc0YSUyRjA1JTI5&cc=9ed2d357c6abc063a064f83cda9445f8
Se il rigor d'ingrata sorte/若命运无情严苛 | Mozart, Wolfgang Amadeus | Mitridate, re di Ponto/本都国王米特里达特 | Sifare | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zNyZwMT0yMzAmcDI9MjM3Jmw9MiZ0aXRsZT1OTUErSUklMkY1JTJGNCUzQStLJTNBKzg3JTJGMjIrJTI4NzRhJTJGMjIlMjk=&cc=d68a8b27fd98a18bf7d66416250ccdff
Soffre il mio cor con pace/我心平静地忍受痛苦 | Mozart, Wolfgang Amadeus | Mitridate, re di Ponto/本都国王米特里达特 | Sifare | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zNyZwMT0zNSZwMj00OSZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjQlM0ErSyUzQSs4NyUyRjAyKyUyODc0YSUyRjAyJTI5&cc=abb979425d73d4cb071a353837768f9c
Se di regnar sei vago/若你渴望统治 | Mozart, Wolfgang Amadeus | Mitridate, re di Ponto/本都国王米特里达特 | Marzio | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zNyZwMT0yNDEmcDI9MjQ2Jmw9MiZ0aXRsZT1OTUErSUklMkY1JTJGNCUzQStLJTNBKzg3JTJGMjMrJTI4NzRhJTJGMjMlMjk=&cc=d86ac6b3ae1abff638f47d2bea6cbe18
Già di pietà mi spoglio/我已抛弃怜悯之心 | Mozart, Wolfgang Amadeus | Mitridate, re di Ponto/本都国王米特里达特 | Mitridate | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zNyZwMT0xODMmcDI9MTg3Jmw9MiZ0aXRsZT1OTUErSUklMkY1JTJGNCUzQStLJTNBKzg3JTJGMTcrJTI4NzRhJTJGMTclMjk=&cc=6f8920bf76e0c1b4a1f4f2ce904371bb
Quel ribelle e quell'ingrato/那叛逆与忘恩之人 | Mozart, Wolfgang Amadeus | Mitridate, re di Ponto/本都国王米特里达特 | Mitridate | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zNyZwMT0xMDUmcDI9MTE0Jmw9MiZ0aXRsZT1OTUErSUklMkY1JTJGNCUzQStLJTNBKzg3JTJGMTArJTI4NzRhJTJGMTAlMjk=&cc=6d0a14b98fdd06525f8e517e8224503e
Se di lauri il crine adorno/若以桂冠装饰发鬓 | Mozart, Wolfgang Amadeus | Mitridate, re di Ponto/本都国王米特里达特 | Mitridate | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zNyZwMT04NSZwMj04OCZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjQlM0ErSyUzQSs4NyUyRjA4KyUyODc0YSUyRjA4JTI5&cc=18281a7e9ea783b4ddee03e328881b79
Tu che fedel mi sei/你对我如此忠诚 | Mozart, Wolfgang Amadeus | Mitridate, re di Ponto/本都国王米特里达特 | Mitridate | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zNyZwMT0xMjQmcDI9MTI5Jmw9MiZ0aXRsZT1OTUErSUklMkY1JTJGNCUzQStLJTNBKzg3JTJGMTIrJTI4NzRhJTJGMTIlMjk=&cc=d63b4f3060ab5ba1d526a15964320d13
